index,AddressLine1,AddressLine2,AddressLine3,AddressLine4,BoardName,City,ComplaintFromDate,ComplaintNumber,ComplaintToDate,Country,CountryShortCode,County,DisciplinaryAction,DisciplinaryActionTypeId,DoingBusinessAs,Emailid1,FacilityName,FacilityStreetAddress,FictitiousName,FirstName,FullName,IsFacility,IsPersonFacility,LastName,LicenceType,LicenseId,LicenseNumber,LicenseTypeId,McareCourtFiled,McareDocketNumber,McareServed,MiddleName,NameSuffix,OptPersonFacility,PageNo,PersonId,PhoneNo1,ProfessionID,ProfessionType,RecaptchaResponse,RequestedFileId,RequestedFileName,Row,State,Status,TotalRecords,zipcode
1427,,,,PHILADELPHIA PA  19115,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ARROW PRESCRIPTION CENTER,9305 KREWSTOWN ROAD   PHILADELPHIA PA  19115,,,,0,False,,Pharmacy,1374516,PP413294L,,,,,,,,0,1059491,,,Pharmacy,,,,28,Pennsylvania,Out of Business,7585,19115
1428,,,,PHILADELPHIA PA  19115,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ARROW PRESCRIPTION CENTER,9831 BUSTLETON AVENUE   PHILADELPHIA PA  19115,,,,0,False,,Pharmacy,1345120,PP411856L,,,,,,,,0,1058164,,,Pharmacy,,,,29,Pennsylvania,Out of Business,7585,19115
1429,,,,PHILADELPHIA PA  19146,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ARROW PRESCRIPTION CENTER,1741 SOUTH STREET   PHILADELPHIA PA  19146,,,,0,False,,Pharmacy,1351426,PP412195L,,,,,,,,0,1058495,,,Pharmacy,,,,30,Pennsylvania,Out of Business,7585,19146
1430,,,,ABINGTON PA  19001,State Board of Pharmacy,ABINGTON,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,ARROW PRESCRIPTION CENTER,1408 OLD YORK ROAD   ABINGTON PA  19001,,,,0,False,,Pharmacy,1361721,PP413515L,,,,,,,,0,1059703,,,Pharmacy,,,,31,Pennsylvania,Out of Business,7585,19001
1431,,,,"PAOLI, PA 19301",State Board of Pharmacy,PAOLI,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,ARROWROOT NATURAL PHARMACY,"83 EAST LANCASTER AVENUE   PAOLI, PA 19301",,,,0,False,,Pharmacy,1364636,PP414832L,,,,,,,,0,1061002,,,Pharmacy,,,,32,Pennsylvania,Out of Business,7585,19301
1432,,,,PHILADELPHIA PA  19147,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ARTHUR M COLA PRESCRIPTIONS,1155 SOUTH 8TH STREET   PHILADELPHIA PA  19147,,,,0,False,,Pharmacy,1390116,PP410084L,,,,,,,,0,1056687,,,Pharmacy,,,,33,Pennsylvania,Out of Business,7585,19147
1433,,,,PHILADELPHIA PA  19111,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ARWAY PHARMACY,7000 OXFORD AVENUE   PHILADELPHIA PA  19111,,,,0,False,,Pharmacy,1407858,PP410085L,,,,,,,,0,1056688,,,Pharmacy,,,,34,Pennsylvania,Out of Business,7585,19111
1434,,,,HORSHAM PA  19044,State Board of Pharmacy,HORSHAM,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,ASCO HEALTHCARE INC,935 HORSHAM ROAD SUITE A  HORSHAM PA  19044,,,,0,False,,Pharmacy,1383753,PP414335L,,,,,,,,0,1060513,,,Pharmacy,,,,35,Pennsylvania,Out of Business,7585,19044
1435,,,,"HARRISBURG, WV 17112",State Board of Pharmacy,Harrisburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Dauphin,,,,,"ASCRIBERX AMERICA, LLC","491 A2 BLUE EAGLE AVE   HARRISBURG, WV 17112",,,,0,False,,Pharmacy,2292038,PP482603,,,,,,,,0,2898121,,,Pharmacy,,,,36,Pennsylvania,Out of Business,7585,17112
1436,,,,PITTSBURGH PA  15221,State Board of Pharmacy,PITTSBURGH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,ASD SPECIALTY SERVICES,2030 ARDMORE BOULEVARD SUITE 250  PITTSBURGH PA  15221,,,,0,False,,Pharmacy,1369434,PP415695L,,,,,,,,0,1061801,,,Pharmacy,,,,37,Pennsylvania,Out of Business,7585,15221
1437,,,,"PITTSTON, WV 18640",State Board of Pharmacy,Pittston,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Luzerne,,,,lisastella@hotmail.com,ASEPSIS INFUSION INC,"200 OVERLOOK DRIVE SUITE 319  PITTSTON, WV 18640",,,,0,False,,Pharmacy,301589,PP481319,,,,,,,,0,2070247,5709473375,,Pharmacy,,,,38,Pennsylvania,Out of Business,7585,18640
1438,,,,ELKINS PARK PA  19117,State Board of Pharmacy,ELKINS PARK,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,,,,,,ASHBOURNE PHARMACY,7800 MONTGOMERY AVENUE   ELKINS PARK PA  19117,,,,0,False,,Pharmacy,1406739,PP410086L,,,,,,,,0,1056689,,,Pharmacy,,,,39,Pennsylvania,Out of Business,7585,19117
1439,,,,PHILADELPHIA PA  19124,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ASHER DRUGS INC,2047 ORTHODOX STREET   PHILADELPHIA PA  19124,,,,0,False,,Pharmacy,1388033,PP410087L,,,,,,,,0,1056690,,,Pharmacy,,,,40,Pennsylvania,Out of Business,7585,19124
1440,,,,PHILADELPHIA PA  19104,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,ASKINS PHARMACY,4222 LANCASTER AVENUE   PHILADELPHIA PA  19104,,,,0,False,,Pharmacy,1357142,PP410089L,,,,,,,,0,1056692,,,Pharmacy,,,,41,Pennsylvania,Out of Business,7585,19104
1441,,,,"SHARON HILL, WV 19079",State Board of Pharmacy,Sharon Hill,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,ASSOCIATED PRESCRIPTION SERVICES INC,"502 ELMWOOD AVENUE   SHARON HILL, WV 19079",,,,0,False,,Pharmacy,759787,PP481359,,,,,,,,0,2101448,,,Pharmacy,,,,42,Pennsylvania,Out of Business,7585,19079
1442,,,,LANCASTER PA  17602,State Board of Pharmacy,LANCASTER,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lancaster,,,,,ATLANTIC MEDICAL SERVICES INC.,1001 RANCK MILL ROAD   LANCASTER PA  17602,,,,0,False,,Pharmacy,1364737,PP414734L,,,,,,,,0,1060906,,,Pharmacy,,,,43,Pennsylvania,Out of Business,7585,17602
1443,,,,"RICHBORO, WV 18954",State Board of Pharmacy,Richboro,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,ATLANTIC PHARMACY,"789 BUSTLETON PIKE, SUITE A   RICHBORO, WV 18954",,,,0,False,,Pharmacy,1043008,PP481968,,,,,,,,0,2458647,2159683516,,Pharmacy,,,,44,Pennsylvania,Out of Business,7585,18954
1444,,,,MONROEVILLE PA  15146,State Board of Pharmacy,MONROEVILLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,AUMP PHARMACY SERVICES,2550 MOSSIDE BOULEVARD   MONROEVILLE PA  15146,,,,0,False,,Pharmacy,1359799,PP414511L,,,,,,,,0,1060688,,,Pharmacy,,,,45,Pennsylvania,Out of Business,7585,15146
1445,,,,"PITTSBURGH, WV 15205",State Board of Pharmacy,Pittsburgh,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,INFO@AUREUSHEALTHSERVICES.COM,AUREUS PHARMACY,"300 MERCHANT LANE, SUITE 305   PITTSBURGH, WV 15205",,,,0,False,,Pharmacy,3211753,PP482443,,,,,,,,0,2760566,8444287387,,Pharmacy,,,,46,Pennsylvania,Out of Business,7585,15205
1446,,,,ELWYN PA  19063,State Board of Pharmacy,ELWYN,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,AUTOMATED PHARMACEUTICAL SERVICES,111 ELWYN ROAD   ELWYN PA  19063,,,,0,False,,Pharmacy,1359766,PP413423L,,,,,,,,0,1059614,,,Pharmacy,,,,47,Pennsylvania,Out of Business,7585,19063
1447,,,,"WILDWOOD, WI 15091",State Board of Pharmacy,Wildwood,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,B K PHARMACEUTICAL,"2514 WILDWOOD ROAD PO BOX 97  WILDWOOD, WI 15091",,,,0,False,,Pharmacy,1364436,PP415401L,,,,,,,,0,1061532,,,Pharmacy,,,,48,Pennsylvania,Out of Business,7585,15091
1448,,,,"CARLISLE, PA 17013",State Board of Pharmacy,CARLISLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Cumberland,,,,,B M C PHARMACY,"850 WALNUT BOTTOM ROAD   CARLISLE, PA 17013",,,,0,False,,Pharmacy,1364605,PP413447L,,,,,,,,0,1059638,,,Pharmacy,,,,49,Pennsylvania,Out of Business,7585,17013
1449,,,,ELIZABETH PA  15037,State Board of Pharmacy,ELIZABETH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BACKSTROM PHARMACY,112 SECOND AVENUE   ELIZABETH PA  15037,,,,0,False,,Pharmacy,1354597,PP410101L,,,,,,,,0,1056704,,,Pharmacy,,,,50,Pennsylvania,Out of Business,7585,15037
1450,,,,PHILADELPHIA PA  19146,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BAER DRUGS INC,2221 GRAYS FERRY AVENUE   PHILADELPHIA PA  19146,,,,0,False,,Pharmacy,1376564,PP410103L,,,,,,,,0,1056706,,,Pharmacy,,,,1,Pennsylvania,Out of Business,7585,19146
1451,,,,BIGLERVILLE PA  17307,State Board of Pharmacy,BIGLERVILLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Adams,,,,,BAERS PHARMACY,RICE AVE   BIGLERVILLE PA  17307,,,,0,False,,Pharmacy,1341404,PP410104L,,,,,,,,0,1056707,,,Pharmacy,,,,2,Pennsylvania,Out of Business,7585,17307
1452,,,,MIDLAND PA  15059,State Board of Pharmacy,MIDLAND,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Beaver,,,,,BAHMS PHARMACY,630-632 MIDLAND AVENUE   MIDLAND PA  15059,,,,0,False,,Pharmacy,1340895,PP410105L,,,,,,,,0,1056708,,,Pharmacy,,,,3,Pennsylvania,Out of Business,7585,15059
1453,,,,PHILADELPHIA PA  19131,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BALA DRUG CO,5000 CITY LINE AVENUE   PHILADELPHIA PA  19131,,,,0,False,,Pharmacy,1345100,PP410106L,,,,,,,,0,1056709,,,Pharmacy,,,,4,Pennsylvania,Out of Business,7585,19131
1454,,,,PITTSBURGH PA  15236,State Board of Pharmacy,PITTSBURGH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BALDWIN COURT PHARMACY,5251 BROWNSVILLE ROAD   PITTSBURGH PA  15236,,,,0,False,,Pharmacy,1369870,PP412721L,,,,,,,,0,1059000,,,Pharmacy,,,,5,Pennsylvania,Out of Business,7585,15236
1455,,,,"PHILADELPHIA, PA 19131",State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BALWYNNE PHARMACY,"3985 FORD ROAD   PHILADELPHIA, PA 19131",,,,0,False,,Pharmacy,1344239,PP410108L,,,,,,,,0,1056710,,,Pharmacy,,,,6,Pennsylvania,Out of Business,7585,19131
1456,,,,WEST CHESTER PA  19380,State Board of Pharmacy,WEST CHESTER,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,BANBURY PHARMACY,1444 POTTSTOWN PIKE   WEST CHESTER PA  19380,,,,0,False,,Pharmacy,1367722,PP413978L,,,,,,,,0,1060156,,,Pharmacy,,,,7,Pennsylvania,Out of Business,7585,19380
1457,,,,PITTSBURGH PA  15219,State Board of Pharmacy,PITTSBURGH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BARDINS PHARMACY INC,1749 5TH AVENUE   PITTSBURGH PA  15219,,,,0,False,,Pharmacy,1345974,PP410116L,,,,,,,,0,1056717,,,Pharmacy,,,,8,Pennsylvania,Out of Business,7585,15219
1458,,,,"LANGHORNE, PA 19047",State Board of Pharmacy,Langhorne,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,BARIX CLINICS OF PENNSYLVANIA LLC,"280 MIDDLETOWN BLVD   LANGHORNE, PA 19047",,,,0,False,,Pharmacy,2276435,HP418386,,,,,,,,0,1938759,,,Pharmacy,,,,9,Pennsylvania,Out of Business,7585,19047
1459,,,,STEWARTSTOWN PA  17363,State Board of Pharmacy,STEWARTSTOWN,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,York,,,,,BARNES DRUG STORE,4 SOUTH MAIN STREET   STEWARTSTOWN PA  17363,,,,0,False,,Pharmacy,1354343,PP410119L,,,,,,,,0,1056720,,,Pharmacy,,,,10,Pennsylvania,Out of Business,7585,17363
1460,,,,PHILADELPHIA PA  19149,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BARNETT PHARMACY,3359 FRIENDSHIP STREET   PHILADELPHIA PA  19149,,,,0,False,,Pharmacy,1377891,PP410120L,,,,,,,,0,1056721,,,Pharmacy,,,,11,Pennsylvania,Out of Business,7585,19149
1461,,,,WEST PITTSTON PA  18643,State Board of Pharmacy,WEST PITTSTON,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Luzerne,,,,,BARONE PHARMACY,600 LUZERNE AVENUE   WEST PITTSTON PA  18643,,,,0,False,,Pharmacy,1354501,PP410393L,,,,,,,,0,1056929,,,Pharmacy,,,,12,Pennsylvania,Out of Business,7585,18643
1462,,,,WILKES BARRE PA  18702,State Board of Pharmacy,WILKES BARRE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Luzerne,,,,,BARONS PHARMACY,2 ROSE LANE   WILKES BARRE PA  18702,,,,0,False,,Pharmacy,1367710,PP413878L,,,,,,,,0,1060056,,,Pharmacy,,,,13,Pennsylvania,Out of Business,7585,18702
1463,,,,PHILADELPHIA PA  19120,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BARTON PHARMACY,A & WYOMING AVENUES   PHILADELPHIA PA  19120,,,,0,False,,Pharmacy,1343453,PP410123L,,,,,,,,0,1056724,,,Pharmacy,,,,14,Pennsylvania,Out of Business,7585,19120
1464,,,,PHILADELPHIA PA  19118,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BATTIN AND LUNGER PHARMACISTS,8705 GERMANTOWN AVENUE   PHILADELPHIA PA  19118,,,,0,False,,Pharmacy,1345101,PP410128L,,,,,,,,0,1056727,,,Pharmacy,,,,15,Pennsylvania,Out of Business,7585,19118
1465,,,,BUTLER PA  16001,State Board of Pharmacy,BUTLER,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Butler,,,,,BAUER PHARMACY,138 W JEFFERSON STREET   BUTLER PA  16001,,,,0,False,,Pharmacy,1352435,PP410129L,,,,,,,,0,1056728,,,Pharmacy,,,,16,Pennsylvania,Out of Business,7585,16001
1466,,,,"BOYERTOWN, PA 19512",State Board of Pharmacy,BOYERTOWN,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Berks,,,,,BAUSES SUPER DRUG STORE,"42 E PHILADELPHIA AVENUE   BOYERTOWN, PA 19512",,,,0,False,,Pharmacy,1343751,PP410131L,,,,,,,,0,1056730,,,Pharmacy,,,,17,Pennsylvania,Out of Business,7585,19512
1467,,,,"YOUNGWOOD, PA 15697",State Board of Pharmacy,YOUNGWOOD,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Westmoreland,,,,,BAYERS PHARMACY,"ONE N 4TH STREET   YOUNGWOOD, PA 15697",,,,0,False,,Pharmacy,1342396,PP410132L,,,,,,,,0,1056731,,,Pharmacy,,,,18,Pennsylvania,Out of Business,7585,15697
1468,,,,PHILADELPHIA PA  19121,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BAYLINSON PHARMACY,2445 RIDGE AVENUE   PHILADELPHIA PA  19121,,,,0,False,,Pharmacy,1348704,PP411145L,,,,,,,,0,1057615,,,Pharmacy,,,,19,Pennsylvania,Out of Business,7585,19121
1469,,,,"ERIE, WV 16507",State Board of Pharmacy,Erie,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Erie,,,,,BAYVIEW PHARMACY SERVICES LLC,"410 CRANBERRY STREET SUITE 100  ERIE, WV 16507",,,,0,False,,Pharmacy,1920875,PP481125,,,,,,,,0,1907339,,,Pharmacy,,,,20,Pennsylvania,Out of Business,7585,16507
1470,,,,"ALLENTOWN, WV 18109",State Board of Pharmacy,Allentown,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lehigh,,,,,BE WELL PHARMACY,"1302 HANOVER AVENUE  UNIT 1318  ALLENTOWN, WV 18109",,,,0,False,,Pharmacy,1882345,PP482050,,,,,,,,0,2504295,,,Pharmacy,,,,21,Pennsylvania,Out of Business,7585,18109
1471,,,,PITTSBURGH PA  15217,State Board of Pharmacy,PITTSBURGH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BEACON PHARMACY,1937 MURRAY AVE   PITTSBURGH PA  15217,,,,0,False,,Pharmacy,1405097,PP410134L,,,,,,,,0,1056733,,,Pharmacy,,,,22,Pennsylvania,Out of Business,7585,15217
1472,,,,WILKES-BARRE PA  18702-9760,State Board of Pharmacy,WILKES-BARRE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Luzerne,,,,,BEAR CREEK PHARMACY,BEAR CREEK TOWNSHIP 3383 BEAR CREEK BLVD  WILKES-BARRE PA  18702-9760,,,,0,False,,Pharmacy,1342858,PP410722L,,,,,,,,0,1057245,,,Pharmacy,,,,23,Pennsylvania,Out of Business,7585,187029760
1473,,,,"BEAVER FALLS, WI 15010",State Board of Pharmacy,BEAVER FALLS,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Beaver,,,,,BEAVER FALLS CORNER DRUG,"1500 7TH AVENUE   BEAVER FALLS, WI 15010",,,,0,False,,Pharmacy,1364426,PP415380L,,,,,,,,0,1061514,,,Pharmacy,,,,24,Pennsylvania,Out of Business,7585,15010
1474,,,,GLENSIDE PA  19038,State Board of Pharmacy,GLENSIDE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,BEAVER PHARMACY INC,101 N EASTON ROAD   GLENSIDE PA  19038,,,,0,False,,Pharmacy,1345102,PP410135L,,,,,,,,0,1056734,,,Pharmacy,,,,25,Pennsylvania,Out of Business,7585,19038
1475,,,,BEAVER PA  15009,State Board of Pharmacy,BEAVER,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Beaver,,,,,BEAVER VALLEY GERIATRIC CTR PHARMACY,DUTCH RIDGE ROAD   BEAVER PA  15009,,,,0,False,,Pharmacy,1341012,HP416518L,,,,,,,,0,497479,,,Pharmacy,,,,26,Pennsylvania,Out of Business,7585,15009
1476,,,,"WALNUT PORT, PA 18088",State Board of Pharmacy,WALNUT PORT,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,BECHTELS PHARMACY INC,"4423 LEHIGH DRIVE   WALNUT PORT, PA 18088",,,,0,False,,Pharmacy,1363070,PP413870L,,,,,,,,0,1060048,,,Pharmacy,,,,27,Pennsylvania,Out of Business,7585,18088
1477,,,,"SHARON HILL, PA 19079",State Board of Pharmacy,SHARON HILL,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,BECKETT APOTHECARY AND HOME HEALTH CARE,"1004 CHESTER PIKE   SHARON HILL, PA 19079",,,,0,False,,Pharmacy,1354211,PP410137L,,,,,,,,0,1056736,,,Pharmacy,,,,28,Pennsylvania,Out of Business,7585,19079
1478,,,,"SHARON HILL, PA 19079",State Board of Pharmacy,SHARON HILL,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,BECKETT HEALTHCARE PHARMACY SERVICES,"309 HENDERSON DRIVE PO BOX 1007  SHARON HILL, PA 19079",,,,0,False,,Pharmacy,1365047,PP415025L,,,,,,,,0,1061168,,,Pharmacy,,,,29,Pennsylvania,Out of Business,7585,190790707
1479,,,,"SHARON HILL, WV 19079",State Board of Pharmacy,Sharon Hill,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,BECKETT PHARMACEUTICALS L L C,"800 CHESTER PIKE     BAY C   SHARON HILL, WV 19079",,,,0,False,,Pharmacy,290937,PP481313,,,,,,,,0,2068872,,,Pharmacy,,,,30,Pennsylvania,Out of Business,7585,19079
1480,,,,GLENOLDEN PA  19036,State Board of Pharmacy,GLENOLDEN,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,BEL PHARMACY,28 S MACDADE BOULEVARD   GLENOLDEN PA  19036,,,,0,False,,Pharmacy,1376698,PP410139L,,,,,,,,0,1056738,,,Pharmacy,,,,31,Pennsylvania,Out of Business,7585,19036
1481,,,,LOWER BURRELL PA  15068,State Board of Pharmacy,LOWER BURRELL,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Westmoreland,,,,,BELAIR PHARMACY,LITTLE ROAD   LOWER BURRELL PA  15068,,,,0,False,,Pharmacy,1342170,HP416572L,,,,,,,,0,497532,,,Pharmacy,,,,32,Pennsylvania,Out of Business,7585,15068
1482,,,,DREXEL HILL PA  19026,State Board of Pharmacy,DREXEL HILL,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,BELL PHARMACY,STATE RD & LANSDOWNE AVE   DREXEL HILL PA  19026,,,,0,False,,Pharmacy,1341974,PP410141L,,,,,,,,0,1056740,,,Pharmacy,,,,33,Pennsylvania,Out of Business,7585,19026
1483,,,,EASTON PA  18042,State Board of Pharmacy,EASTON,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,BELL PHARMACY,1150 NORTHAMPTON STREET   EASTON PA  18042,,,,0,False,,Pharmacy,1377893,PP410140L,,,,,,,,0,1056739,,,Pharmacy,,,,34,Pennsylvania,Out of Business,7585,18042
1484,,,,PITTSBURGH PA  15221,State Board of Pharmacy,PITTSBURGH,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BELLS DRUG STORE,1220 SWISSVALE AVENUE   PITTSBURGH PA  15221,,,,0,False,,Pharmacy,1352496,PP410146L,,,,,,,,0,1056744,,,Pharmacy,,,,35,Pennsylvania,Out of Business,7585,15221
1485,,,,CARNEGIE PA  15106,State Board of Pharmacy,CARNEGIE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,BELLS DRUG STORE,1063 WASHINGTON AVE EXT   CARNEGIE PA  15106,,,,0,False,,Pharmacy,1354101,PP410147L,,,,,,,,0,1056745,,,Pharmacy,,,,36,Pennsylvania,Out of Business,7585,15106
1486,,,,"COALPORT, PA 16627",State Board of Pharmacy,COALPORT,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Clearfield,,,,,BELLS DRUG STORE,"911 MAIN STREET   COALPORT, PA 16627",,,,0,False,,Pharmacy,1342397,PP410148L,,,,,,,,0,1056746,,,Pharmacy,,,,37,Pennsylvania,Out of Business,7585,16627
1487,,,,"BENSALEM, WY 19020",State Board of Pharmacy,Bensalem,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,BELMONT PHARMACY,"3571 HULMEVILLE ROAD   BENSALEM, WY 19020",,,,0,False,,Pharmacy,2525107,PP482113,,,,,,,,0,2535653,2156451527,,Pharmacy,,,,38,Pennsylvania,Out of Business,7585,19020
1488,,,,YORK PA  17403,State Board of Pharmacy,YORK,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,York,,,,,BELMONT PHARMACY,15 S BELMONT STREET   YORK PA  17403,,,,0,False,,Pharmacy,1408587,PP410151L,,,,,,,,0,1056749,,,Pharmacy,,,,39,Pennsylvania,Out of Business,7585,17403
1489,,,,"BUTLER, WV 16001",State Board of Pharmacy,Butler,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Butler,,,,,BENBROOK PHARMACY,"100 TECHNOLOGY DRIVE, SUITE 1   BUTLER, WV 16001",,,,0,False,,Pharmacy,2541544,PP481842,,,,,,,,0,2367624,,,Pharmacy,,,,40,Pennsylvania,Out of Business,7585,16001
1490,,,,MONACA PA  15061,State Board of Pharmacy,MONACA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Beaver,,,,,BENDERS PHARMACY,1106 PENNSYLVANIA AVENUE   MONACA PA  15061,,,,0,False,,Pharmacy,1345103,PP410154L,,,,,,,,0,1056752,,,Pharmacy,,,,41,Pennsylvania,Out of Business,7585,15061
1491,,,,PHILADELPHIA PA  19125,State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,BENJAMIN PHARMACY INC,2480 EMERALD STREET   PHILADELPHIA PA  19125,,,,0,False,,Pharmacy,1347834,PP410413L,,,,,,,,0,1056949,,,Pharmacy,,,,42,Pennsylvania,Out of Business,7585,19125
1492,,,,ZELIENOPLE PA  16063,State Board of Pharmacy,ZELIENOPLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Butler,,,,,BENJAMINS PHARMACY,205 SOUTH MAIN STREET   ZELIENOPLE PA  16063,,,,0,False,,Pharmacy,1372066,PP413309L,,,,,,,,0,1059506,,,Pharmacy,,,,43,Pennsylvania,Out of Business,7585,16063
